date,amount,description,category,subcategory,payment_method,location,tags
2024-03-06,-151.9,Apotheek,Health,Pharmacy,Bank_Transfer,Rotterdam,
2024-05-13,-299.39,T-Mobile,Utilities,Phone,Bank_Transfer,Groningen,monthly_fixed
2025-03-16,-36.36,Apotheek,Health,Pharmacy,Bank_Transfer,Utrecht,bonus
2024-04-17,-283.0,AFAS Live,Entertainment,Concerts,Direct_Debit,Groningen,
2025-02-06,-65.92,Jumbo,Food,Groceries,Bank_Transfer,Groningen,travel
2024-03-09,-111.06,Service Pharmacy,Health,Pharmacy,Cash,Eindhoven,
2024-03-04,-138.23,PlayStation Store,Entertainment,Games,Card,Groningen,salary
2024-07-05,-86.4,Waternet,Utilities,Water,Direct_Debit,Groningen,salary
2025-06-30,-35.59,OV Fiets,Transport,Bike_Rental,Cash,Amsterdam,
2024-02-27,-28.38,Eneco,Utilities,Gas,Bank_Transfer,Rotterdam,travel
2024-03-31,-76.3,Donkey Republic,Transport,Bike_Rental,Cash,Eindhoven,weekend_fun
2025-06-01,-23.24,Bol.com,Education,Books,Direct_Debit,Amsterdam,
2025-05-28,-204.22,Mortgage Payment,Housing,Mortgage,Cash,Amsterdam,
2025-05-13,-263.89,Mortgage Payment,Housing,Mortgage,Bank_Transfer,Eindhoven,monthly_income
2024-01-04,-149.1,Apotheek,Health,Pharmacy,Cash,Amsterdam,subscription
2024-10-17,-265.38,Rent Payment,Housing,Rent,Cash,Utrecht,
2024-11-14,-174.1,Basic-Fit,Health,Gym,Direct_Debit,Den Haag,
2024-07-06,-66.37,Rent Payment,Housing,Rent,Bank_Transfer,Groningen,monthly_subscription
2024-06-19,-198.7,KPN,Utilities,Internet,Direct_Debit,Eindhoven,date_night
2024-10-18,-165.3,University Fees,Education,Tuition,Cash,Utrecht,monthly_fixed
2024-08-12,2560.24,Tax Refund,Income,Refund,Bank_Transfer,Groningen,travel
2024-08-13,-98.4,University Fees,Education,Tuition,Card,Utrecht,
2025-01-10,-19.45,OV Fiets,Transport,Bike_Rental,Bank_Transfer,Den Haag,
2024-02-20,-143.87,Kruidvat,Health,Personal_Care,Cash,Groningen,impulse_buy
2024-02-28,-107.57,Rent Payment,Housing,Rent,Direct_Debit,Amsterdam,
2024-10-11,-55.28,University Fees,Education,Tuition,Bank_Transfer,Groningen,
2025-06-02,-112.82,RET,Transport,Public_Transport,Bank_Transfer,Den Haag,weekend_fun
2025-03-01,-182.05,Mortgage Payment,Housing,Mortgage,Bank_Transfer,Amsterdam,gift
2024-07-30,-64.73,Coursera,Education,Courses,Bank_Transfer,Eindhoven,self_development
2024-06-25,-65.33,University Fees,Education,Tuition,Direct_Debit,Groningen,monthly_fixed
2024-08-07,-48.54,Amazon Books,Entertainment,Books,Bank_Transfer,Amsterdam,
2024-05-04,-265.56,Eneco,Utilities,Gas,Cash,Amsterdam,subscription
2024-10-20,-10.71,PlayStation Store,Entertainment,Games,Direct_Debit,Den Haag,weekend_shopping
2024-12-15,-17.74,Cineworld,Entertainment,Movies,Card,Groningen,travel
2024-05-06,-3.95,Cineworld,Entertainment,Movies,Direct_Debit,Amsterdam,self_development
2024-02-22,-50.88,Taxi Centrale,Transport,Taxi,Card,Eindhoven,daily_coffee
2024-08-14,-6.21,Bol.com,Education,Books,Direct_Debit,Den Haag,weekend_shopping
2024-07-03,-114.94,Huisarts,Health,Doctor,Cash,Amsterdam,weekend_fun
2024-01-01,-161.7,Kruidvat,Health,Personal_Care,Direct_Debit,Utrecht,gift
2025-06-05,-208.97,Coursera,Education,Courses,Direct_Debit,Den Haag,weekend_shopping
2024-07-24,-276.96,Rent Payment,Housing,Rent,Bank_Transfer,Amsterdam,gift
2024-02-05,1029.43,Annual Bonus,Income,Bonus,Bank_Transfer,Den Haag,monthly_subscription
2024-07-21,-295.28,Eneco,Utilities,Gas,Direct_Debit,Eindhoven,weekend_fun
2025-04-23,-45.62,T-Mobile,Utilities,Phone,Cash,Den Haag,monthly_income
2025-05-12,-227.84,Mortgage Payment,Housing,Mortgage,Card,Eindhoven,
2024-08-15,3273.03,Dividends,Income,Investment_Income,Cash,Utrecht,self_development
2024-02-27,-91.5,Uber,Transport,Taxi,Direct_Debit,Eindhoven,impulse_buy
2024-08-05,-162.29,Rent Payment,Housing,Rent,Bank_Transfer,Groningen,
2024-02-23,-162.19,Rent Payment,Housing,Rent,Direct_Debit,Amsterdam,
2024-10-06,-221.07,Bol.com,Education,Books,Cash,Utrecht,
2025-04-12,-190.49,Waternet,Utilities,Water,Bank_Transfer,Amsterdam,
2024-04-21,-214.98,Greenchoice,Utilities,Electricity,Direct_Debit,Den Haag,weekend_fun
2024-01-22,-62.5,Pathe,Entertainment,Movies,Direct_Debit,Utrecht,daily_coffee
2025-03-12,-222.34,Coffee Company,Food,Coffee,Direct_Debit,Utrecht,weekend_shopping
2024-03-20,-167.58,University Fees,Education,Tuition,Card,Eindhoven,monthly_fixed
2024-07-19,-224.52,Rent Payment,Housing,Rent,Direct_Debit,Eindhoven,
2025-03-02,-153.1,Rent Payment,Housing,Rent,Cash,Eindhoven,daily_coffee
2025-02-08,1836.52,Tax Refund,Income,Refund,Direct_Debit,Eindhoven,monthly_fixed
2024-10-01,-113.65,Cineworld,Entertainment,Movies,Card,Den Haag,weekly_shopping
2024-03-25,-84.36,Dirk,Food,Groceries,Direct_Debit,Den Haag,bonus
2024-10-27,-145.51,Huisarts,Health,Doctor,Card,Groningen,impulse_buy
2024-09-11,-222.59,Lidl,Food,Groceries,Direct_Debit,Rotterdam,date_night
2025-04-22,-51.63,Huisarts,Health,Doctor,Bank_Transfer,Rotterdam,subscription
2024-01-29,-236.68,Eneco,Utilities,Gas,Bank_Transfer,Eindhoven,
2024-07-18,-42.33,VondelGym,Health,Gym,Card,Eindhoven,
2024-04-02,-96.69,BP,Transport,Fuel,Cash,Amsterdam,weekly_shopping
2024-03-13,-11.07,Rent Payment,Housing,Rent,Bank_Transfer,Eindhoven,
2024-06-28,-213.24,Rent Payment,Housing,Rent,Direct_Debit,Groningen,
2025-03-18,-27.46,Greenchoice,Utilities,Electricity,Card,Rotterdam,weekend_fun
2025-04-12,-277.53,Netflix,Entertainment,Streaming,Direct_Debit,Eindhoven,self_development
2025-02-01,-90.73,Basic-Fit,Health,Gym,Card,Utrecht,date_night
2025-02-01,-244.73,Amazon Books,Education,Books,Direct_Debit,Amsterdam,
2025-04-04,-64.62,Hema Lunch,Food,Lunch,Bank_Transfer,Utrecht,travel
2024-12-08,-112.42,Huisarts,Health,Doctor,Bank_Transfer,Groningen,
2024-03-09,-43.86,Mortgage Payment,Housing,Mortgage,Direct_Debit,Amsterdam,weekly_shopping
2024-07-27,-295.05,T-Mobile,Utilities,Phone,Cash,Utrecht,impulse_buy
2024-11-13,1161.04,Dividends,Income,Investment_Income,Cash,Utrecht,weekly_shopping
2024-02-17,-64.66,University Fees,Education,Tuition,Cash,Rotterdam,monthly_income
2024-09-24,-208.83,Pathe,Entertainment,Movies,Cash,Groningen,gift
2024-09-17,-116.56,Rent Payment,Housing,Rent,Card,Groningen,
2024-05-30,-274.8,Disney+,Entertainment,Streaming,Direct_Debit,Eindhoven,weekend_shopping
2024-02-23,-140.69,Ziggo,Utilities,Internet,Card,Amsterdam,
2024-09-19,-278.31,Coursera,Education,Courses,Direct_Debit,Groningen,
2024-09-30,-189.65,Rent Payment,Housing,Rent,Direct_Debit,Rotterdam,travel
2025-01-17,-17.6,AFAS Live,Entertainment,Concerts,Bank_Transfer,Rotterdam,date_night
2024-04-20,-267.04,University Fees,Education,Tuition,Card,Eindhoven,monthly_income
2025-05-02,-140.07,Rent Payment,Housing,Rent,Cash,Rotterdam,
2024-05-12,-206.84,Waternet,Utilities,Water,Card,Rotterdam,self_development
2025-06-07,-114.75,Restaurant Breda,Food,Dining_Out,Cash,Rotterdam,
2025-04-05,828.48,Monthly Salary,Income,Salary,Card,Groningen,salary
2024-03-23,4532.91,Tax Refund,Income,Refund,Bank_Transfer,Groningen,weekend_fun
2024-03-16,-69.09,Huisarts,Health,Doctor,Cash,Rotterdam,daily_coffee
2025-05-03,-198.45,McDonalds,Food,Snacks,Card,Eindhoven,impulse_buy
2024-12-16,-237.17,Greenchoice,Utilities,Electricity,Card,Amsterdam,bonus
2024-03-24,-95.85,Jumbo,Food,Groceries,Card,Utrecht,
2025-06-19,1959.69,Dividends,Income,Investment_Income,Card,Utrecht,monthly_income
2024-12-04,-64.24,GVB,Transport,Public_Transport,Direct_Debit,Den Haag,weekend_fun
2024-01-14,-274.09,RET,Transport,Public_Transport,Direct_Debit,Amsterdam,
2024-11-10,3640.19,Monthly Salary,Income,Salary,Cash,Utrecht,travel
2024-09-03,-284.5,Huisarts,Health,Doctor,Bank_Transfer,Groningen,daily_coffee
2024-01-01,-187.18,Coursera,Education,Courses,Cash,Den Haag,self_development
2025-05-17,-269.85,T-Mobile,Utilities,Phone,Cash,Groningen,weekly_shopping
2025-04-28,-240.58,Eneco,Utilities,Gas,Direct_Debit,Rotterdam,impulse_buy
2024-09-09,-114.81,Etos,Health,Personal_Care,Bank_Transfer,Utrecht,
2024-03-28,-229.39,Huisarts,Health,Doctor,Cash,Rotterdam,monthly_fixed
2025-05-21,-15.17,Pathe,Entertainment,Movies,Direct_Debit,Groningen,weekly_shopping
2024-05-18,-265.57,Steam,Entertainment,Games,Card,Rotterdam,
2024-08-03,3327.23,Annual Bonus,Income,Bonus,Card,Rotterdam,gift
2024-08-29,-111.75,Eneco,Utilities,Gas,Card,Groningen,self_development
2024-07-17,-108.19,Bol.com,Education,Books,Bank_Transfer,Groningen,
2025-06-04,-279.81,Waternet,Utilities,Water,Bank_Transfer,Eindhoven,travel
2025-04-07,-262.0,University Fees,Education,Tuition,Direct_Debit,Amsterdam,bonus
2024-05-18,-86.4,Cineworld,Entertainment,Movies,Cash,Groningen,monthly_income
2024-09-08,-287.23,University Fees,Education,Tuition,Card,Eindhoven,date_night
2024-05-19,-30.09,Rent Payment,Housing,Rent,Direct_Debit,Utrecht,
2024-04-19,-217.69,Rent Payment,Housing,Rent,Card,Amsterdam,salary
2025-01-24,-108.46,GVB,Transport,Public_Transport,Direct_Debit,Rotterdam,subscription
2025-06-19,4026.06,Annual Bonus,Income,Bonus,Bank_Transfer,Amsterdam,monthly_subscription
2024-01-18,-80.3,Udemy,Education,Courses,Direct_Debit,Eindhoven,monthly_income
2024-08-29,-112.15,Waternet,Utilities,Water,Cash,Den Haag,
2025-05-11,-235.74,Mortgage Payment,Housing,Mortgage,Cash,Eindhoven,weekly_shopping
2025-01-30,-28.26,Amazon Books,Education,Books,Card,Den Haag,
2024-10-09,-162.97,Netflix,Entertainment,Streaming,Cash,Amsterdam,weekend_shopping
2024-05-16,-186.96,Albert Heijn,Food,Groceries,Direct_Debit,Amsterdam,monthly_income
2024-05-01,-97.1,Cineworld,Entertainment,Movies,Cash,Den Haag,monthly_fixed
2024-02-03,-87.92,Foodhallen,Food,Dining_Out,Cash,Utrecht,self_development
2024-05-29,3543.11,Monthly Salary,Income,Salary,Direct_Debit,Eindhoven,
2024-10-15,-49.98,Coursera,Education,Courses,Bank_Transfer,Utrecht,
2024-03-29,-239.89,VondelGym,Health,Gym,Direct_Debit,Eindhoven,weekend_shopping
2024-05-22,-141.34,Uber,Transport,Taxi,Card,Den Haag,self_development
2024-11-05,-234.47,NS,Transport,Public_Transport,Card,Den Haag,bonus
2024-10-11,-228.07,Bol.com,Education,Books,Bank_Transfer,Rotterdam,
2025-05-15,1480.78,Tax Refund,Income,Refund,Direct_Debit,Amsterdam,
2025-03-12,-71.87,Ziggo,Utilities,Internet,Cash,Amsterdam,salary
2025-04-27,-105.05,Espresso Bar,Food,Coffee,Bank_Transfer,Den Haag,monthly_fixed
2025-01-12,-40.98,Mortgage Payment,Housing,Mortgage,Card,Rotterdam,self_development
2024-12-13,-87.47,FEBO,Food,Snacks,Cash,Eindhoven,bonus
2024-04-10,-175.77,Mortgage Payment,Housing,Mortgage,Cash,Rotterdam,salary
2024-02-01,-112.5,Greenchoice,Utilities,Electricity,Cash,Amsterdam,daily_coffee
2024-09-06,-27.18,Amazon Books,Education,Books,Direct_Debit,Amsterdam,bonus
2024-11-06,-45.01,Rent Payment,Housing,Rent,Cash,Groningen,weekly_shopping
2024-12-23,-293.55,Amazon Books,Education,Books,Cash,Den Haag,bonus
2024-11-26,-201.06,Coffee Company,Food,Coffee,Card,Rotterdam,monthly_income
2024-03-13,-122.94,Rent Payment,Housing,Rent,Bank_Transfer,Den Haag,monthly_subscription
2024-03-01,3768.08,Annual Bonus,Income,Bonus,Card,Utrecht,monthly_fixed
2025-03-20,-150.05,KPN,Utilities,Internet,Direct_Debit,Rotterdam,subscription
2025-04-21,-197.46,University Fees,Education,Tuition,Card,Eindhoven,weekend_shopping
2024-12-11,2269.96,Annual Bonus,Income,Bonus,Direct_Debit,Eindhoven,monthly_subscription
2024-12-18,-169.64,PlayStation Store,Entertainment,Games,Direct_Debit,Amsterdam,
2024-01-18,-75.59,Bolt,Transport,Taxi,Card,Amsterdam,
2024-03-17,-141.01,Rent Payment,Housing,Rent,Bank_Transfer,Groningen,date_night
2025-04-02,-18.62,Smullers,Food,Snacks,Direct_Debit,Amsterdam,subscription
2024-08-11,-61.14,Coursera,Education,Courses,Direct_Debit,Eindhoven,subscription
2024-09-09,-51.1,Rent Payment,Housing,Rent,Direct_Debit,Utrecht,gift
2025-04-26,-247.29,Amazon Books,Education,Books,Card,Utrecht,subscription
2024-04-29,-142.52,Etos,Health,Personal_Care,Card,Rotterdam,self_development
2024-11-21,-32.14,Eneco,Utilities,Gas,Direct_Debit,Eindhoven,monthly_fixed
2024-11-25,-13.74,Coffee Company,Food,Coffee,Bank_Transfer,Den Haag,weekend_shopping
2024-08-22,-235.55,Amazon Books,Entertainment,Books,Direct_Debit,Rotterdam,bonus
2024-09-08,-92.08,T-Mobile,Utilities,Phone,Direct_Debit,Groningen,
2024-04-13,-209.44,PlayStation Store,Entertainment,Games,Bank_Transfer,Utrecht,self_development
2025-05-06,-211.76,Greenchoice,Utilities,Electricity,Bank_Transfer,Eindhoven,monthly_fixed
2025-03-27,-70.94,Service Pharmacy,Health,Pharmacy,Card,Utrecht,travel
2024-11-18,-250.12,Amazon Books,Education,Books,Card,Den Haag,impulse_buy
2025-05-05,-15.36,Restaurant De Kas,Food,Dining_Out,Card,Utrecht,self_development
2025-05-13,-75.72,Waternet,Utilities,Water,Card,Amsterdam,self_development
2025-03-23,-52.95,GVB,Transport,Public_Transport,Bank_Transfer,Utrecht,
2024-10-22,4097.18,Annual Bonus,Income,Bonus,Cash,Eindhoven,
2024-05-14,-4.92,Huisarts,Health,Doctor,Direct_Debit,Groningen,
2024-11-10,2240.9,Annual Bonus,Income,Bonus,Bank_Transfer,Den Haag,daily_coffee
2025-04-25,-16.54,Amazon Books,Education,Books,Bank_Transfer,Utrecht,daily_coffee
2024-03-15,-169.69,Huisarts,Health,Doctor,Card,Rotterdam,monthly_subscription
2024-03-27,-79.93,Uber,Transport,Taxi,Direct_Debit,Den Haag,
2024-12-21,-248.11,Donkey Republic,Transport,Bike_Rental,Bank_Transfer,Amsterdam,
2025-06-16,-116.33,Basic-Fit,Health,Gym,Direct_Debit,Rotterdam,travel
2024-04-04,1838.52,Dividends,Income,Investment_Income,Direct_Debit,Groningen,monthly_fixed
2024-02-05,-59.32,Etos,Health,Personal_Care,Bank_Transfer,Eindhoven,subscription
2024-03-27,813.7,Monthly Salary,Income,Salary,Bank_Transfer,Groningen,salary
2024-06-23,-248.55,La Place,Food,Lunch,Direct_Debit,Amsterdam,
2025-04-08,-149.1,OV Fiets,Transport,Bike_Rental,Direct_Debit,Groningen,salary
2024-04-14,-234.1,Starbucks,Food,Coffee,Bank_Transfer,Amsterdam,bonus
2024-10-28,-56.67,Waternet,Utilities,Water,Card,Rotterdam,weekend_shopping
2025-06-04,-285.21,Donkey Republic,Transport,Bike_Rental,Cash,Groningen,weekend_fun
2024-08-11,-40.98,Steam,Entertainment,Games,Direct_Debit,Rotterdam,
2025-05-19,-7.88,Douglas,Health,Personal_Care,Cash,Utrecht,
2024-11-01,2096.53,Tax Refund,Income,Refund,Bank_Transfer,Amsterdam,weekend_fun
2025-01-11,-233.83,OV Fiets,Transport,Bike_Rental,Cash,Rotterdam,
2024-05-07,-150.52,Rent Payment,Housing,Rent,Direct_Debit,Eindhoven,self_development
2024-09-26,-107.41,Amazon Books,Education,Books,Bank_Transfer,Groningen,weekly_shopping
2024-02-07,532.65,Tax Refund,Income,Refund,Bank_Transfer,Rotterdam,
2024-12-07,2316.05,Tax Refund,Income,Refund,Bank_Transfer,Groningen,daily_coffee
2024-05-20,-132.37,VondelGym,Health,Gym,Cash,Amsterdam,self_development
2024-07-16,-24.13,Bol.com,Entertainment,Books,Direct_Debit,Eindhoven,
2025-03-23,-88.45,Coursera,Education,Courses,Bank_Transfer,Utrecht,date_night
2024-02-12,4520.32,Tax Refund,Income,Refund,Bank_Transfer,Utrecht,
2024-09-26,2560.56,Annual Bonus,Income,Bonus,Bank_Transfer,Amsterdam,monthly_fixed
2024-07-27,-191.73,Basic-Fit,Health,Gym,Card,Groningen,gift
2025-06-09,-276.06,AFAS Live,Entertainment,Concerts,Cash,Rotterdam,daily_coffee
2024-03-28,4365.32,Tax Refund,Income,Refund,Cash,Amsterdam,travel
2025-04-26,-126.53,Mortgage Payment,Housing,Mortgage,Cash,Groningen,impulse_buy
2025-04-18,3699.12,Monthly Salary,Income,Salary,Cash,Amsterdam,
2025-03-09,-201.93,Ziggo Dome,Entertainment,Concerts,Cash,Groningen,
2025-03-10,-44.43,Ziggo,Utilities,Internet,Cash,Den Haag,weekly_shopping
2024-04-20,-18.23,Greenchoice,Utilities,Electricity,Cash,Den Haag,
2025-02-13,-192.41,Udemy,Education,Courses,Cash,Utrecht,travel
2025-02-19,-170.08,Broodje Mario,Food,Lunch,Direct_Debit,Rotterdam,monthly_fixed
2025-03-31,-191.45,KPN,Utilities,Internet,Direct_Debit,Utrecht,weekend_shopping
2025-03-28,-238.91,Etos,Health,Personal_Care,Card,Den Haag,subscription
2024-12-04,4739.13,Dividends,Income,Investment_Income,Direct_Debit,Utrecht,daily_coffee
2024-06-23,-35.65,Rent Payment,Housing,Rent,Cash,Groningen,bonus
2024-12-28,-1.95,Rent Payment,Housing,Rent,Cash,Rotterdam,monthly_subscription
2024-09-07,-74.14,NS,Transport,Public_Transport,Direct_Debit,Utrecht,weekend_fun
2024-05-08,-208.84,Greenchoice,Utilities,Electricity,Card,Amsterdam,
2024-12-15,-154.06,Vodafone,Utilities,Phone,Direct_Debit,Utrecht,monthly_fixed
2024-09-04,-236.36,Eneco,Utilities,Gas,Card,Eindhoven,
2025-02-17,3667.03,Dividends,Income,Investment_Income,Direct_Debit,Rotterdam,
2024-03-21,-279.23,Huisarts,Health,Doctor,Card,Den Haag,weekend_fun
2025-03-31,-284.79,Cineworld,Entertainment,Movies,Card,Amsterdam,monthly_fixed
2025-02-02,-34.12,McDonalds,Food,Snacks,Bank_Transfer,Eindhoven,gift
2024-04-12,-200.16,Jumbo,Food,Groceries,Card,Rotterdam,monthly_income
2025-03-31,-94.82,Bol.com,Entertainment,Books,Bank_Transfer,Rotterdam,self_development
2024-04-20,-55.77,Uber,Transport,Taxi,Direct_Debit,Den Haag,self_development
2024-07-15,-68.61,VondelGym,Health,Gym,Bank_Transfer,Utrecht,subscription
2025-01-05,-254.47,Basic-Fit,Health,Gym,Direct_Debit,Rotterdam,
2024-11-25,-56.61,Uber,Transport,Taxi,Card,Den Haag,date_night
2024-08-21,-253.2,Rent Payment,Housing,Rent,Bank_Transfer,Utrecht,
2024-05-25,-4.19,Service Pharmacy,Health,Pharmacy,Bank_Transfer,Amsterdam,
2024-10-05,-69.11,Starbucks,Food,Coffee,Direct_Debit,Eindhoven,date_night
2025-04-25,-126.11,Mortgage Payment,Housing,Mortgage,Bank_Transfer,Utrecht,daily_coffee
2025-03-28,-167.99,OV Fiets,Transport,Bike_Rental,Direct_Debit,Eindhoven,salary
2024-09-19,-21.73,Kruidvat,Health,Personal_Care,Cash,Amsterdam,weekend_shopping
2024-03-28,-150.51,Kruidvat,Health,Personal_Care,Cash,Amsterdam,monthly_income
2024-01-18,-79.84,Uber,Transport,Taxi,Card,Amsterdam,self_development
2025-03-03,-84.91,Jumbo,Food,Groceries,Card,Eindhoven,weekend_fun
2025-06-27,-122.71,Huisarts,Health,Doctor,Bank_Transfer,Rotterdam,
2024-03-10,-5.51,Etos,Health,Personal_Care,Cash,Utrecht,bonus
2024-08-03,-98.07,Mortgage Payment,Housing,Mortgage,Card,Amsterdam,daily_coffee
2024-10-04,4610.7,Monthly Salary,Income,Salary,Direct_Debit,Eindhoven,
2024-05-16,-14.11,Uber,Transport,Taxi,Direct_Debit,Rotterdam,
2024-05-23,-228.88,Spotify,Entertainment,Streaming,Cash,Groningen,impulse_buy
2024-11-20,-244.73,Vattenfall,Utilities,Electricity,Cash,Utrecht,self_development
2024-01-02,3646.21,Dividends,Income,Investment_Income,Direct_Debit,Amsterdam,monthly_subscription
2025-04-26,-114.9,Huisarts,Health,Doctor,Card,Den Haag,subscription
2024-11-01,-16.83,Ziggo Dome,Entertainment,Concerts,Card,Eindhoven,date_night
2025-05-09,-222.57,OV Fiets,Transport,Bike_Rental,Bank_Transfer,Den Haag,weekend_shopping
2024-11-20,-34.87,OV Fiets,Transport,Bike_Rental,Bank_Transfer,Den Haag,travel
2025-02-08,-196.67,Espresso Bar,Food,Coffee,Bank_Transfer,Den Haag,bonus
2024-07-31,-292.25,Rent Payment,Housing,Rent,Bank_Transfer,Utrecht,
2024-12-19,782.45,Annual Bonus,Income,Bonus,Card,Amsterdam,monthly_fixed
2024-11-04,-37.39,Albert Heijn,Food,Groceries,Bank_Transfer,Groningen,salary
2024-10-04,-17.13,Mortgage Payment,Housing,Mortgage,Direct_Debit,Amsterdam,gift
2024-07-11,-147.37,Mortgage Payment,Housing,Mortgage,Direct_Debit,Den Haag,
2024-05-08,-87.47,Bol.com,Entertainment,Books,Card,Groningen,
2024-07-07,-140.42,Shell,Transport,Fuel,Direct_Debit,Utrecht,impulse_buy
2024-01-03,-184.63,Rent Payment,Housing,Rent,Card,Eindhoven,
2025-02-01,1564.03,Dividends,Income,Investment_Income,Bank_Transfer,Eindhoven,monthly_subscription
2024-06-03,-33.41,La Place,Food,Lunch,Card,Eindhoven,
2025-06-18,-259.15,Eneco,Utilities,Gas,Bank_Transfer,Amsterdam,
2024-01-25,-118.78,Starbucks,Food,Coffee,Card,Amsterdam,monthly_subscription
2024-09-11,1386.39,Annual Bonus,Income,Bonus,Cash,Amsterdam,travel
2024-10-09,-160.51,Shell,Transport,Fuel,Card,Den Haag,date_night
2025-06-19,-156.96,Huisarts,Health,Doctor,Cash,Groningen,
2024-01-27,-104.59,Uber,Transport,Taxi,Direct_Debit,Rotterdam,salary
2024-10-28,-272.69,University Fees,Education,Tuition,Card,Den Haag,weekly_shopping
2024-04-28,-160.5,Vattenfall,Utilities,Electricity,Card,Groningen,date_night
2025-04-27,-61.77,Amazon Books,Entertainment,Books,Bank_Transfer,Amsterdam,
2024-05-13,-25.25,Uber,Transport,Taxi,Card,Eindhoven,
2025-01-24,-269.17,Espresso Bar,Food,Coffee,Direct_Debit,Eindhoven,subscription
2024-08-04,-188.73,KPN,Utilities,Internet,Cash,Den Haag,
2025-05-14,-110.12,Service Pharmacy,Health,Pharmacy,Bank_Transfer,Utrecht,
2025-03-02,-6.82,Udemy,Education,Courses,Bank_Transfer,Utrecht,subscription
2025-01-09,-82.23,Mortgage Payment,Housing,Mortgage,Card,Eindhoven,bonus
2024-01-05,-27.26,Cineworld,Entertainment,Movies,Card,Rotterdam,travel
2024-06-03,-195.02,Mortgage Payment,Housing,Mortgage,Cash,Rotterdam,
2024-06-18,-248.26,Mortgage Payment,Housing,Mortgage,Direct_Debit,Groningen,self_development
2025-02-19,3378.49,Tax Refund,Income,Refund,Bank_Transfer,Den Haag,weekend_fun
2024-03-07,-217.19,Douglas,Health,Personal_Care,Cash,Groningen,date_night
2025-04-08,-137.87,Mortgage Payment,Housing,Mortgage,Direct_Debit,Groningen,date_night
2025-02-10,4708.41,Annual Bonus,Income,Bonus,Bank_Transfer,Groningen,weekend_shopping
2024-07-15,-222.65,Basic-Fit,Health,Gym,Bank_Transfer,Utrecht,impulse_buy
2024-01-27,4719.75,Monthly Salary,Income,Salary,Card,Rotterdam,monthly_subscription
2025-05-20,-153.07,Udemy,Education,Courses,Direct_Debit,Den Haag,weekend_fun
2024-02-24,973.0,Tax Refund,Income,Refund,Card,Groningen,
2025-05-11,-20.75,Mortgage Payment,Housing,Mortgage,Card,Groningen,monthly_subscription
2025-01-16,-8.66,VondelGym,Health,Gym,Cash,Rotterdam,monthly_income
2024-05-03,-239.78,Jumbo,Food,Groceries,Direct_Debit,Amsterdam,impulse_buy
2024-06-03,3320.05,Tax Refund,Income,Refund,Bank_Transfer,Rotterdam,subscription
2025-03-25,-71.71,Ziggo,Utilities,Internet,Cash,Utrecht,subscription
2024-03-14,-52.98,Ziggo,Utilities,Internet,Cash,Rotterdam,subscription
2024-07-22,-211.14,Vodafone,Utilities,Phone,Direct_Debit,Eindhoven,monthly_income
2024-02-28,-201.75,Bol.com,Education,Books,Bank_Transfer,Eindhoven,
2024-12-11,-18.93,Udemy,Education,Courses,Card,Den Haag,monthly_fixed
2024-05-03,-127.46,Huisarts,Health,Doctor,Card,Utrecht,impulse_buy
2025-02-17,-274.41,Bolt,Transport,Taxi,Bank_Transfer,Rotterdam,bonus
2024-08-08,-212.61,Spotify,Entertainment,Streaming,Cash,Groningen,gift
2025-06-12,-73.36,Taxi Centrale,Transport,Taxi,Direct_Debit,Groningen,gift
2024-04-21,-187.14,Pathe,Entertainment,Movies,Bank_Transfer,Groningen,
2024-08-10,-83.38,Eneco,Utilities,Gas,Direct_Debit,Utrecht,
2024-11-08,-26.52,Plus,Food,Groceries,Direct_Debit,Amsterdam,bonus
2025-06-01,-209.22,T-Mobile,Utilities,Phone,Direct_Debit,Den Haag,
2025-06-14,2136.03,Tax Refund,Income,Refund,Bank_Transfer,Amsterdam,monthly_subscription
2024-07-01,-197.88,Broodje Mario,Food,Lunch,Direct_Debit,Eindhoven,monthly_fixed
2024-04-01,-87.76,Rent Payment,Housing,Rent,Cash,Rotterdam,
2024-06-04,-177.11,Waternet,Utilities,Water,Direct_Debit,Groningen,monthly_fixed
2024-07-25,-125.96,Smullers,Food,Snacks,Card,Den Haag,
2024-12-26,-263.99,Amazon Books,Education,Books,Cash,Amsterdam,monthly_income
2024-12-14,-248.77,Apotheek,Health,Pharmacy,Cash,Utrecht,
2025-05-20,-202.8,Apotheek,Health,Pharmacy,Bank_Transfer,Rotterdam,weekend_fun
2024-04-23,-228.47,Rent Payment,Housing,Rent,Bank_Transfer,Amsterdam,impulse_buy
2024-12-16,-172.57,Vodafone,Utilities,Phone,Bank_Transfer,Den Haag,travel
2024-06-18,-257.65,Bol.com,Education,Books,Bank_Transfer,Rotterdam,subscription
2024-10-17,-245.93,Mortgage Payment,Housing,Mortgage,Card,Rotterdam,bonus
2024-03-25,-136.7,Bolt,Transport,Taxi,Cash,Eindhoven,
2024-10-11,-132.75,Disney+,Entertainment,Streaming,Cash,Den Haag,weekend_fun
2024-11-03,-129.59,Netflix,Entertainment,Streaming,Bank_Transfer,Utrecht,
2024-05-14,-177.0,Udemy,Education,Courses,Bank_Transfer,Den Haag,
2024-06-24,-165.64,Huisarts,Health,Doctor,Cash,Groningen,monthly_fixed
2024-07-18,-117.18,Amazon Books,Education,Books,Direct_Debit,Eindhoven,weekend_fun
